City,State,Cost of Living Index,State_Code,State_Name,County,Place,Zip_Code,Mean,Median,city,city_ascii,state_id,state_name,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december
canton,oh,88.2,39.0,ohio,Adams County,Rome,44714.0,55294.0,58161.0,canton,Canton,oh,Ohio,Stark,294047.0,1034.3,America/New_York,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
cape girardeau,mo,88.1,29.0,missouri,Adair County,Kirksville city,63701.0,64641.0,52652.0,cape girardeau,Cape Girardeau,mo,Missouri,Cape Girardeau,39795.0,525.3,America/Chicago,63701 63703,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
carbondale,il,83.5,17.0,illinois,Adams County,Camp Point,62901.0,76212.0,59971.0,carbondale,Carbondale,il,Illinois,Jackson,22039.0,488.4,America/Chicago,62901 62902 62903,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
carson city,nv,103.0,32.0,nevada,Churchill County,Fallon city,89705.0,129650.0,113134.0,carson city,Carson City,nv,Nevada,Carson City,58249.0,155.6,America/Los_Angeles,89701 89703 89706 89711 89712 89713 89714,496.0,494.0,3.44,3.04,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667
casper,wy,94.2,56.0,wyoming,Albany County,Laramie city,82601.0,62251.0,54419.0,casper,Casper,wy,Wyoming,Natrona,66876.0,846.3,America/Denver,82609 82604 82601 82602 82605,587.0,588.0,3.84,3.64,22.380000000000003,22.42,27.7,36.03,43.89,54.61,63.85,66.02000000000001,60.56666666666667,49.577777777777776,37.28888888888889,27.11111111111111
cedar rapids,ia,88.1,19.0,iowa,Linn County,Ely city,52404.0,97904.0,98874.0,cedar rapids,Cedar Rapids,ia,Iowa,Linn,191104.0,724.0,America/Chicago,52404 52405 52401 52411 52402 52403 52406 52407 52408 52409 52410 52497 52498 52499,602.0,590.0,3.77,3.63,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8
centralia,wa,103.3,53.0,washington,Lewis County,Centralia city,98531.0,45466.0,36590.0,centralia,Centralia,wa,Washington,Lewis,18234.0,923.8,America/Los_Angeles,98531,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
chambersburg,pa,95.7,42.0,pennsylvania,Adams County,Abbottstown,17201.0,57922.0,43797.0,chambersburg,Chambersburg,pa,Pennsylvania,Franklin,21917.0,1222.0,America/New_York,17201,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
champaign,il,89.0,17.0,illinois,Adams County,Camp Point,61820.0,15444.0,8760.0,champaign,Champaign,il,Illinois,Champaign,150179.0,1488.4,America/Chicago,61822 61820 61821 61824 61825 61826,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
charleston,wv,83.9,54.0,west virginia,Barbour County,Philippi city,25301.0,36894.0,18272.0,charleston,Charleston,wv,West Virginia,Kanawha,129754.0,594.8,America/New_York,25387 25305 25304 25303 25302 25301 25311 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25392 25396,500.0,509.0,3.71,3.47,34.410000000000004,32.77,38.43,47.18,57.15,65.52000000000001,70.88,72.12,69.04444444444444,61.388888888888886,49.31111111111111,40.2
charleston,sc,101.7,45.0,south carolina,Abbeville County,Abbeville city,29401.0,97644.0,78926.0,charleston,Charleston,sc,South Carolina,Charleston,706884.0,503.3,America/New_York,29414 29424 29425 29455 29405 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29457,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
charlotte,nc,97.9,37.0,north carolina,Alamance County,Alamance,28205.0,40531.0,32508.0,charlotte,Charlotte,nc,North Carolina,Mecklenburg,1427444.0,1089.8,America/New_York,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28223 28227 28226 28278 28270 28273 28274 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
charlottesville,va,102.1,51.0,virginia,Albemarle County,University of Virginia,22908.0,45772.0,28009.0,charlottesville,Charlottesville,va,Virginia,Charlottesville,103760.0,1744.5,America/New_York,22908 22901 22902 22903 22904 22905 22906 22909,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
chattanooga,tn,91.2,47.0,tennessee,Hamilton County,Red Bank city,37415.0,47415.0,36640.0,chattanooga,Chattanooga,tn,Tennessee,Hamilton,406849.0,491.7,America/New_York,37415 37416 37410 37411 37419 37409 37421 37408 37403 37402 37407 37405 37406 37404 37343 37450 37351 37401 37414 37424,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
cheyenne,wy,96.9,56.0,wyoming,Albany County,Laramie city,82007.0,45079.0,300000.0,cheyenne,Cheyenne,wy,Wyoming,Laramie,78204.0,734.0,America/Denver,82009 82001 82007 82002 82003,587.0,588.0,3.84,3.64,22.380000000000003,22.42,27.7,36.03,43.89,54.61,63.85,66.02000000000001,60.56666666666667,49.577777777777776,37.28888888888889,27.11111111111111
chicago,il,100.1,17.0,illinois,Cook County,Chicago city,60608.0,67450.0,48321.0,chicago,Chicago,il,Illinois,Cook,8497759.0,4614.5,America/Chicago,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60631 60827 60661 60660 60638 60639 60634 60636 60637 60630 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
chico,ca,110.5,6.0,california,Alameda County,Alameda city,95926.0,84979.0,73616.0,chico,Chico,ca,California,Butte,110001.0,1152.0,America/Los_Angeles,95973 95926 95928 95929 95927 95976,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
chillicothe,oh,89.8,39.0,ohio,Ross County,Kingston,45601.0,50260.0,45702.0,chillicothe,Chillicothe,oh,Ohio,Ross,22002.0,809.1,America/New_York,45601,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
cincinnati,oh,92.4,39.0,ohio,Hamilton County,Evendale,45241.0,119823.0,105537.0,cincinnati,Cincinnati,oh,Ohio,Hamilton,1692702.0,1530.6,America/New_York,45267 45219 45213 45212 45211 45217 45216 45214 45233 45226 45227 45225 45223 45229 45224 45232 45204 45205 45206 45207 45202 45203 45208 45209 45239 45238 45237 45220 45230 45201 45221 45250 45254 45262 45263 45264 45268 45269 45270 45271 45273 45274 45275 45296 45298 45299 45999,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
claremont,nh,102.3,33.0,new hampshire,Belknap County,Alton,3743.0,56451.0,50668.0,claremont,Claremont,nh,New Hampshire,Sullivan,13018.0,116.5,America/New_York,03743,531.0,525.0,3.42,3.19,23.22,20.85,25.54,35.5,48.25,58.75,65.63,67.75,63.2,54.15555555555555,41.84444444444445,30.700000000000003
clarksburg,wv,83.4,54.0,west virginia,Barbour County,Philippi city,26301.0,31171.0,23467.0,clarksburg,Clarksburg,wv,West Virginia,Harrison,15977.0,634.7,America/New_York,26301 26330 26306,500.0,509.0,3.71,3.47,34.410000000000004,32.77,38.43,47.18,57.15,65.52000000000001,70.88,72.12,69.04444444444444,61.388888888888886,49.31111111111111,40.2
clarksville,tn,88.7,47.0,tennessee,Anderson County,Clinton city,37040.0,38147.0,24986.0,clarksville,Clarksville,tn,Tennessee,Montgomery,210551.0,650.9,America/Chicago,42223 37043 37042 37040 37041 37044,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
clearlake,ca,108.8,6.0,california,Alameda County,Alameda city,95422.0,41732.0,27038.0,clearlake,Clearlake,ca,California,Lake,16612.0,633.2,America/Los_Angeles,95422 95424,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
cleveland,tn,89.5,47.0,tennessee,Anderson County,Clinton city,37311.0,61017.0,44909.0,cleveland,Cleveland,tn,Tennessee,Bradley,72870.0,597.0,America/New_York,37312 37311 37320,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
cleveland,oh,90.0,39.0,ohio,Cuyahoga County,Bratenahl,44108.0,106130.0,87111.0,cleveland,Cleveland,oh,Ohio,Cuyahoga,1680247.0,1839.6,America/New_York,44135 44120 44119 44113 44112 44111 44110 44115 44114 44144 44128 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
coeur d'alene,id,103.3,16.0,idaho,Ada County,Boise City city,83814.0,85024.0,77130.0,coeur d'alene,Coeur d'Alene,id,Idaho,Kootenai,134503.0,1309.1,America/Los_Angeles,83815 83814 83816,463.0,467.0,3.4,3.09,25.18,26.65,31.860000000000003,38.85,46.16,55.0,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333
college station,tx,92.3,48.0,texas,Anderson County,Elkhart,77842.0,38844.0,24713.0,college station,College Station,tx,Texas,Brazos,213177.0,909.0,America/Chicago,77843 77840 77845 77841 77842 77844 77881,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
colorado springs,co,102.2,8.0,colorado,El Paso County,Gleneagle,80921.0,113743.0,105184.0,colorado springs,Colorado Springs,co,Colorado,El Paso,638194.0,917.5,America/Denver,80951 80829 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997,588.0,582.0,3.69,3.49,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1
columbia,mo,89.8,29.0,missouri,Boone County,Columbia city,65201.0,63056.0,44860.0,columbia,Columbia,mo,Missouri,Boone,142637.0,725.2,America/Chicago,65202 65203 65201 65215 65216 65211 65217 65218 65299,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
columbia,sc,91.9,45.0,south carolina,Abbeville County,Abbeville city,29210.0,49442.0,48173.0,columbia,Columbia,sc,South Carolina,Richland,604065.0,383.1,America/New_York,29203 29207 29205 29208 29209 29225 29212 29210 29201 29206 29204 29202 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
columbus,ga,88.5,13.0,georgia,Muscogee,Columbus city,31907.0,55824.0,41908.0,columbus,Columbus,ga,Georgia,Muscogee,264282.0,364.8,America/New_York,31820 31829 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
columbus,in,89.1,18.0,indiana,Bartholomew County,Columbus city,47201.0,70164.0,57088.0,columbus,Columbus,in,Indiana,Bartholomew,50896.0,689.4,America/Indiana/Indianapolis,47203 47201 47202,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
columbus,oh,93.9,39.0,ohio,Delaware County,Columbus city,43236.0,84971.0,74612.0,columbus,Columbus,oh,Ohio,Franklin,1572546.0,1581.0,America/New_York,43109 43026 43054 43220 43221 43222 43223 43224 43081 43228 43227 43213 43212 43215 43214 43217 43219 43218 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43210 43202 43203 43201 43206 43207 43204 43205 43209 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
concord,nh,108.3,33.0,new hampshire,Merrimack County,Concord city,3301.0,70852.0,55781.0,concord,Concord,nh,New Hampshire,Merrimack,44049.0,265.9,America/New_York,03303 03301 03302 03305,531.0,525.0,3.42,3.19,23.22,20.85,25.54,35.5,48.25,58.75,65.63,67.75,63.2,54.15555555555555,41.84444444444445,30.700000000000003
cookeville,tn,90.9,47.0,tennessee,Anderson County,Clinton city,38501.0,71434.0,68012.0,cookeville,Cookeville,tn,Tennessee,Putnam,34967.0,377.4,America/Chicago,38503 38501 38506 38505 38502,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
coos bay,or,102.0,41.0,oregon,Baker County,Baker City city,97420.0,50054.0,36380.0,coos bay,Coos Bay,or,Oregon,Coos,15949.0,579.4,America/Los_Angeles,97459 97420,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
corning,ny,90.9,36.0,new york,Albany County,Albany city,14830.0,59442.0,48077.0,corning,Corning,ny,New York,Steuben,10685.0,1337.8,America/New_York,14830 14831,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
corpus christi,tx,93.3,48.0,texas,Anderson County,Elkhart,78408.0,55275.0,38205.0,corpus christi,Corpus Christi,tx,Texas,Nueces,337230.0,756.1,America/Chicago,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78480,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
corvallis,or,110.6,41.0,oregon,Benton County,Adair Village city,97330.0,67727.0,57997.0,corvallis,Corvallis,or,Oregon,Benton,67187.0,1603.1,America/Los_Angeles,97333 97331 97330 97339,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
cullman,al,90.5,1.0,alabama,Cullman County,Dodge City,35057.0,50715.0,42643.0,cullman,Cullman,al,Alabama,Cullman,18434.0,314.7,America/Chicago,35058 35057 35055 35056,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
cumberland,md,90.9,24.0,maryland,Allegany County,Bier,21502.0,46213.0,300000.0,cumberland,Cumberland,md,Maryland,Allegany,19041.0,731.1,America/New_York,21502 21501 21503 21504 21505,493.0,490.0,3.35,3.11,36.91,35.07,40.010000000000005,48.78,59.13,68.3,74.94,76.28999999999999,72.27777777777777,64.38888888888889,52.48888888888889,42.87777777777777
dalton,ga,89.1,13.0,georgia,Appling County,Baxley city,30720.0,34298.0,24669.0,dalton,Dalton,ga,Georgia,Whitfield,68614.0,623.7,America/New_York,30721 30720 30719 30722,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
danville,il,83.9,17.0,illinois,Vermilion County,Danville city,61832.0,46943.0,34671.0,danville,Danville,il,Illinois,Vermilion,29100.0,629.2,America/Chicago,61834 61832,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
danville,va,87.1,51.0,virginia,Accomack County,Chincoteague,24541.0,26700.0,14468.0,danville,Danville,va,Virginia,Danville,42507.0,383.5,America/New_York,24540 24541,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
dayton,oh,88.4,39.0,ohio,Montgomery County,Drexel,45417.0,35399.0,29833.0,dayton,Dayton,oh,Ohio,Montgomery,668825.0,950.0,America/New_York,45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377 45401 45412 45422 45481 45490,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
decatur,al,88.6,1.0,alabama,Autauga County,Autaugaville,35601.0,65126.0,49578.0,decatur,Decatur,al,Alabama,Morgan,57525.0,406.8,America/Chicago,35603 35601 35602 35609,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
decatur,il,84.9,17.0,illinois,Adams County,Camp Point,62521.0,36247.0,27566.0,decatur,Decatur,il,Illinois,Macon,86231.0,634.0,America/Chicago,62522 62523 62521 62526 62524 62525,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
denver,co,112.1,8.0,colorado,Arapahoe County,Holly Hills,80222.0,117162.0,109574.0,denver,Denver,co,Colorado,Denver,2687458.0,1792.9,America/Denver,80264 80266 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80210 80212 80216 80221 80220 80223 80222 80224 80227 80219 80211 80209 80207 80206 80205 80204 80202 80203 80208 80217 80243 80248 80250 80256 80257 80259 80261 80265 80271 80273 80274 80281 80291 80299,588.0,582.0,3.69,3.49,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1
des moines,ia,91.7,19.0,iowa,Warren County,Des Moines city,50315.0,120279.0,300000.0,des moines,Des Moines,ia,Iowa,Polk,548926.0,933.4,America/Chicago,50309 50312 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,602.0,590.0,3.77,3.63,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8
detroit,mi,93.2,26.0,michigan,Wayne County,Detroit city,48206.0,36811.0,25417.0,detroit,Detroit,mi,Michigan,Wayne,3725908.0,1772.2,America/Detroit,48209 48208 48202 48201 48207 48206 48205 48204 48227 48238 48239 48234 48235 48233 48203 48243 48228 48226 48214 48215 48216 48217 48210 48211 48212 48213 48219 48224 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
dothan,al,86.3,1.0,alabama,Autauga County,Autaugaville,36303.0,58553.0,45033.0,dothan,Dothan,al,Alabama,Houston,73037.0,303.8,America/Chicago,36303 36301 36305 36321 36302 36304,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
dover,de,101.3,10.0,delaware,Kent County,Camden,19901.0,43895.0,32294.0,dover,Dover,de,Delaware,Kent,130186.0,634.2,America/New_York,19902 19901 19904 19905 19906,462.0,462.0,3.34,3.21,38.31,36.3,40.92,49.28,59.470000000000006,68.83,75.78,77.22999999999999,73.11111111111111,65.34444444444445,53.72222222222222,44.27777777777778
dubois,pa,88.2,42.0,pennsylvania,Adams County,Abbottstown,15801.0,40910.0,38332.0,dubois,DuBois,pa,Pennsylvania,Clearfield,7509.0,900.8,America/New_York,15801,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
dubuque,ia,89.6,19.0,iowa,Adair County,Greenfield city,52001.0,52928.0,39705.0,dubuque,Dubuque,ia,Iowa,Dubuque,68601.0,733.3,America/Chicago,52002 52003 52001 52004 52099,602.0,590.0,3.77,3.63,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8
